HL7 v2,,,,,,Condition (IF True),,,HL7 FHIR,,,,,,,,,Comments
Sort Order,Identifier,Name,Data Type,Cardinality - Min,Cardinality - Max,Computable ANTLR,Computable FHIRPath,Narrative,FHIR Attribute,,Data Type,Cardinality - Min,Cardinality - Max,Data Type Mapping,"Vocabulary Mapping
(IS, ID, CE, CNE, CWE)",Assignment,,
1,PD1-1,Living Dependency,CWE,0,-1,,,,,,,,,,,,,
2,PD1-2,Living Arrangement,CWE,0,1,,,,,,,,,,,,,
3,PD1-3,Patient Primary Facility,XON,0,-1,,,,generalPractitioner[1](Organization),,Reference(Organization),0,-1,XON[Organization],,,,Is Patient.managingOrganization better?
4,PD1-4,Patient Primary Care Provider Name & ID No.,XCN,0,-1,,,,generalPractitioner[2](Practitioner),,Reference(Practitioner),0,-1,XCN[Practitioner],,,,
5,PD1-5,Student Indicator,CWE,0,1,,,,,Patient.#ext-studentStatus#,CodeableConcept,0,1,CWE[CodeableConcept],StudentStatus,,,
6,PD1-6,Handicap,CWE,0,1,,,,extension-patient-disability,,CodeableConcept,0,-1,CWE[CodeableConcept],,,,The FHIR extension does not include a value set
7,PD1-7,Living Will Code,CWE,0,1,,,,,Patient.#ext-livingWill#,CodeableConcept,0,1,CWE[CodeableConcept],LivingWill,,,
8,PD1-8,Organ Donor Code,CWE,0,1,,,,,,,,,,,,,
9,PD1-9,Separate Bill,ID,0,1,,,,,,,,,,,,,
10,PD1-10,Duplicate Patient,CX,0,-1,,,,,,,,,,,,,
11,PD1-11,Publicity Code,CWE,0,1,,,,,,,,,,,,,
12,PD1-12,Protection Indicator,ID,0,1,,,,,,,,,,,,,This will be linked to security labels
13,PD1-13,Protection Indicator Effective Date,DT,0,1,,,,,,,,,,,,,This will be linked to security labels
14,PD1-14,Place of Worship,XON,0,-1,,,,extension-patient-congregation,,string,0,1,XON[string],,,,
15,PD1-15,Advance Directive Code,CWE,0,-1,,,,,,,,,,,,,
16,PD1-16,Immunization Registry Status,CWE,0,1,,,,,,,,,,,,,
17,PD1-17,Immunization Registry Status Effective Date,DT,0,1,,,,,,,,,,,,,
18,PD1-18,Publicity Code Effective Date,DT,0,1,,,,,,,,,,,,,
19,PD1-19,Military Branch,CWE,0,1,,,,,,,,,,,,,
20,PD1-20,Military Rank/Grade,CWE,0,1,,,,,,,,,,,,,
21,PD1-21,Military Status,CWE,0,1,,,,,,,,,,,,,
22,PD1-22,Advance Directive Last Verified Date,DT,0,1,,,,,,,,,,,,,
