HL7 v2,,,,,,Condition (IF True),,,HL7 FHIR,,,,,,,,,Comments
Sort Order,Identifier,Name,Data Type,Cardinality - Min,Cardinality - Max,Computable ANTLR,Computable FHIRPath,Narrative,FHIR Attribute,,Data Type,Cardinality - Min,Cardinality - Max,Data Type Mapping,"Vocabulary Mapping
(IS, ID, CE, CNE, CWE)",Assignment,,
1,DG1-1,Set ID,SI,1,1,,,,,,,,,,,,,
2,DG1-2,Diagnosis Coding Method,,,,,,,,,,,,,,,,
3,DG1-3,Diagnosis Code,CWE,1,1,,,,,,,,,,,,,
4,DG1-4,Diagnosis Description,,,,,,,,,,,,,,,,
5,DG1-5,Diagnosis Date/Time,DTM,0,1,,,,,,,,,,,,,
6,DG1-6,Diagnosis Type,CWE,1,1,,,,EpisodeOfCare.diagnose.role,,CodeableConcept,,,CWE[CodeableConcept],Diagnosis Type,,,
7,DG1-7,Major Diagnostic Category,,,,,,,,,,,,,,,,
8,DG1-8,Diagnostic Related Group,,,,,,,,,,,,,,,,
9,DG1-9,DRG Approval Indicator,,,,,,,,,,,,,,,,
10,DG1-10,DRG Grouper Review Code,,,,,,,,,,,,,,,,
11,DG1-11,Outlier Type,,,,,,,,,,,,,,,,
12,DG1-12,Outlier Days,,,,,,,,,,,,,,,,
13,DG1-13,Outlier Cost,,,,,,,,,,,,,,,,
14,DG1-14,Grouper Version And Type,,,,,,,,,,,,,,,,
15,DG1-15,Diagnosis Priority,NM,0,1,,,,,,,,,,,,,
16,DG1-16,Diagnosing Clinician,XCN,0,-1,,,,,,,,,,,,,
17,DG1-17,Diagnosis Classification,CWE,0,1,,,,,,,,,,,,,
18,DG1-18,Confidential Indicator,ID,0,1,,,,,,,,,,,,,
19,DG1-19,Attestation Date/Time,DTM,0,1,,,,,,,,,,,,,
19,DG1-19,Attestation Date/Time,DTM,0,1,,,,,,,,,,,,,
20,DG1-20,Diagnosis Identifier,EI,0,1,,,,,,,,,,,,,
21,DG1-21,Diagnosis Action Code,ID,0,1,,,,,,,,,,,,,
21,DG1-21,Diagnosis Action Code,ID,0,1,,,,,,,,,,,,,
22,DG1-22,Parent Diagnosis,EI,0,1,,,,,,,,,,,,,
23,DG1-23,DRG CCL Value Code,CWE,0,1,,,,,,,,,,,,,
24,DG1-24,DRG Grouping Usage,ID,0,1,,,,,,,,,,,,,
25,DG1-25,DRG Diagnosis Determination Status,CWE,0,1,,,,,,,,,,,,,
26,DG1-26,Present On Admission (POA) Indicator,CWE,0,1,,,,,,,,,,,,,
