HL7 v2,,,,,,Condition (IF True),,,HL7 FHIR,,,,,,,,,Comments
Sort Order,Identifier,Name,Data Type,Cardinality - Min,Cardinality - Max,Computable ANTLR,Computable FHIRPath,Narrative,FHIR Attribute,,Data Type,Cardinality - Min,Cardinality - Max,Data Type Mapping,"Vocabulary Mapping
(IS, ID, CE, CNE, CWE)",Assignment,,
1,ORC-1,Order Control,ID,1,1,IF ORC-5 NOT VALUED,"ORC.element(""5"").empty()",,status,,code,1,1,,OrderControlCode[ServiceRequest.status],,,"This is a complicated mapping where .status, .intent, and Task get involved that may have various localized interpretation."
1,ORC-1,Order Control,ID,1,1,,,,intent,,code,1,1,,,"""order""",,
1,ORC-1,Order Control,ID,1,1,,,,extension.url,,uri,1,1,,,"""http://hl7.org/fhir/StructureDefinition/businessEvent""",,
1,ORC-1,Order Control,ID,1,1,,,,extension[1].extension[1].url,,uri,1,1,,,"""value""",,
1,ORC-1,Order Control,ID,1,1,,,,extension[1].extension[1].valueCodeableConcept.coding.code,,code,1,1,,,,,
1,ORC-1,Order Control,ID,1,1,,,,extension[1].extension[1].valueCodeableConcept.coding.system,,uri,1,1,,,"""http://terminology.hl7.org/ValueSet/v2-0119""",,
2,ORC-2,Placer Order Number,EI,0,1,IF OBR-2 NOT VALUED,"OBR.element(""2"").empty()",,identifier[1],,Identifier,0,-1,EI[Identifier-Extension],,,,
2,ORC-2,Placer Order Number,EI,0,1,IF OBR-2 NOT VALUED,"OBR.element(""2"").empty()",,identifier[1].type.coding.code,,code,0,1,,,"""PLAC""",,
2,ORC-2,Placer Order Number,EI,0,1,IF OBR-2 NOT VALUED,"OBR.element(""2"").empty()",,identifier[1].type.coding.system,,uri,0,1,,,"""http://terminology.hl7.org/CodeSystem/v2-0203""",,
3,ORC-3,Filler Order Number,EI,0,1,IF OBR-3 NOT VALUED,"OBR.element(""3"").empty()",,identifier[2],,Identifier,0,-1,EI[Identifier-Extension],,,,
3,ORC-3,Filler Order Number,EI,0,1,IF OBR-3 NOT VALUED,"OBR.element(""3"").empty()",,identifier[2].type.coding.code,,code,0,1,,,"""FILL""",,
3,ORC-3,Filler Order Number,EI,0,1,IF OBR-3 NOT VALUED,"OBR.element(""3"").empty()",,identifier[2].type.coding.system,,uri,0,1,,,"""http://terminology.hl7.org/CodeSystem/v2-0203""",,
4,ORC-4,Placer Group Number,EI,0,1,,,"If ORC-4 data type ""EI"" is used",requisition[1].value,,Identifier,0,1,,,,,
