HL7 v2,,,,,,Condition (IF True),,,HL7 FHIR,,,,,,,,,Comments
Sort Order,Identifier,Name,Data Type,Cardinality - Min,Cardinality - Max,Computable ANTLR,Computable FHIRPath,Narrative,FHIR Attribute,,Data Type,Cardinality - Min,Cardinality - Max,Data Type Mapping,"Vocabulary Mapping
(IS, ID, CE, CNE, CWE)",Assignment,,
1,PV2-1,Prior Pending Location,PL,0,1,,,,location[5].location(Location),,Reference(Location),0,-1,PL[Location],,,,
1,PV2-1,Prior Pending Location,PL,0,1,,,,location[5].status,,,,,,,"""planned""",,
1,PV2-1,Prior Pending Location,PL,0,1,,,,,location[5].extension?-temporaryLocation,boolean,0,1,,,"""false""",,
2,PV2-2,Accommodation Code,CWE,0,1,,,,,,,,,,,,,Please comment on the use of this field and suggest a FHIR mapping.
3,PV2-3,Admit Reason,CWE,0,1,,,,reasonCode[1],,CodeableConcept,0,-1,CWE[CodeableConcept],,,,PV2-3 doesn't have an associated table so no vocabulary mapping is provided
4,PV2-4,Transfer Reason,CWE,0,1,,,,,,,,,,,,,Please comment on the use of this field and suggest a FHIR mapping.
5,PV2-5,Patient Valuables,ST,0,-1,,,,,,,,,,,,,
6,PV2-6,Patient Valuables Location,ST,0,1,,,,,,,,,,,,,
7,PV2-7,Visit User Code,CWE,0,-1,,,,,extension?-visitUserCode,CodeableConcept,0,-1,CWE[CodeableConcept],VisitUserCode,,,
8,PV2-8,Expected Admit Date/Time,DTM,0,1,,,,extension[1].url,,uri,0,1,,,"""http://hl7.org/fhir/5.0/StructureDefinition/extension-Encounter.plannedStartDate""",,
8,PV2-8,Expected Admit Date/Time,DTM,0,1,,,,extension[1].valueDateTime,,dateTime,0,1,,,,,
9,PV2-9,Expected Discharge Date/Time,DTM,0,1,,,,extension[2].url,,uri,0,1,,,"""http://hl7.org/fhir/v\5.0/StructureDefinition/extension-Encounter.plannedEndDate""",,
9,PV2-9,Expected Discharge Date/Time,DTM,0,1,,,,extension[2].valueDateTime,,dateTime,0,1,,,,,
10,PV2-10,Estimated Length of Inpatient Stay,NM,0,1,,,,,extension?-estimatedLength,Quantity,0,1,NM[Quantity-LengthOfStay],,,,
11,PV2-11,Actual Length of Inpatient Stay,NM,0,1,,,,length,,Duration,0,1,NM[Quantity-LengthOfStay],,,,
12,PV2-12,Visit Description,ST,0,1,,,,text.div,,xhtml,0,1,,,,,
13,PV2-13,Referral Source Code,XCN,0,-1,,,,participant.individual(Practitioner),,Reference(Practitioner),0,1,XCN[Practitioner],,,,
13,PV2-13,Referral Source Code,XCN,0,-1,,,,participant.type.coding.code,,code,0,1,,,"""REF""",,
