v,,,,,,Condition (IF True),,,HL7 FHIR,,,,,,,,,Comments
Sort Order,Identifier,Name,Data Type,Cardinality - Min,Cardinality - Max,Computable ANTLR,Computable FHIRPath,Narrative,FHIR Attribute,,Data Type,Cardinality - Min,Cardinality - Max,Data Type Mapping,"Vocabulary Mapping
(IS, ID, CE, CNE, CWE)",Assignment,,
1,OBR-1,Set ID – OBR,SI,0,1,,,,,,,,,,,,,
2,OBR-2,Placer Order Number,EI,0,1,,,If ORC-2 of the same ORC/OBR pair is not valued OR there is ORC segment in the current ORDER_OBSERVATION segment group,identifier[1],,Identifier,0,-1,EI[Identifier-Extension],,,,
2,OBR-2,Placer Order Number,EI,0,1,,,If ORC-2 of the same ORC/OBR pair is not valued OR there is ORC segment in the current ORDER_OBSERVATION segment group,identifier[1].type.coding.code,,code,0,1,,,"""PLAC""",,
2,OBR-2,Placer Order Number,EI,0,1,,,If ORC-2 of the same ORC/OBR pair is not valued OR there is ORC segment in the current ORDER_OBSERVATION segment group,identifier[1].type.coding.system,,uri,0,1,,,"""http://terminology.hl7.org/CodeSystem/v2-0203""",,
3,OBR-3,Filler Order Number,EI,0,1,,,If ORC-3 of the same ORC/OBR pair is not valued OR there is ORC segment in the current ORDER_OBSERVATION segment group,identifier[2],,Identifier,0,1,EI[Identifier-Extension],,,,
3,OBR-3,Filler Order Number,EI,0,1,,,If ORC-3 of the same ORC/OBR pair is not valued OR there is ORC segment in the current ORDER_OBSERVATION segment group,identifier[2].type.coding.code,,code,0,1,,,"""FILL""",,
3,OBR-3,Filler Order Number,EI,0,1,,,If ORC-3 of the same ORC/OBR pair is not valued OR there is ORC segment in the current ORDER_OBSERVATION segment group,identifier[2].type.coding.system,,uri,0,1,,,"""http://terminology.hl7.org/CodeSystem/v2-0203""",,
4,OBR-4,Universal Service Identifier,CWE,1,1,,,,code,,CodeableConcept,1,1,CWE[CodeableConcept],,,,
5,OBR-5,Priority,ID,0,1,,,,,,,,,,,,,
6,OBR-6,Requested Date/Time,TS,0,1,,,,,,,,,,,,,
7,OBR-7,Observation Date/Time,DTM,0,1,IF OBR-8 NOT VALUED,,,effectiveDateTime,,dateTime,0,1,,,,,This should not be populated in a message corresponding to a ServiceRequest (eg ORM)
7,OBR-7,Observation Date/Time,DTM,0,1,IF OBR-8 VALUED,,,effectivePeriod.start,,dateTime,0,1,,,,,
8,OBR-8,Observation End Date/Time,DTM,0,1,,,,effectivePeriod.end,,dateTime,0,1,,,,,This should not be populated in a message corresponding to a ServiceRequest (eg ORM)
9,OBR-9,Collection Volume,CQ,0,1,,,,,,,,,,,,,
10,OBR-10,Collector Identifier,XCN,0,-1,,,,,,,,,,,,,
11,OBR-11,Specimen Action Code,ID,0,1,,,,,,,,,,,,,
12,OBR-12,Danger Code,CWE,0,1,,,,,,,,,,,,,
13,OBR-13,Relevant Clinical Information,CWE,0,-1,,,,,,,,,,,,,
