v,,,,,,Condition (IF True),,,HL7 FHIR,,,,,,,,,Comments
Sort Order,Identifier,Name,Data Type,Cardinality - Min,Cardinality - Max,Computable ANTLR,Computable FHIRPath,Narrative,FHIR Attribute,,Data Type,Cardinality - Min,Cardinality - Max,Data Type Mapping,"Vocabulary Mapping
(IS, ID, CE, CNE, CWE)",Assignment,,
1,OBR-1,Set ID – OBR,SI,0,1,,,,,,,,,,,,,
2,OBR-2,Placer Order Number,EI,0,1,,,If the placer number is also the accession identifier.,accessionIdentifier,,Identifier,0,1,CX[Identifier],,,,
3,OBR-3,Filler Order Number,EI,0,1,,,,,,,,,,,,,
4,OBR-4,Universal Service Identifier,CWE,1,1,,,,,,,,,,,,,
5,OBR-5,Priority,ID,0,1,,,,,,,,,,,,,
6,OBR-6,Requested Date/Time,TS,0,1,,,,,,,,,,,,,
7,OBR-7,Observation Date/Time,DTM,0,1,IF OBR-8 NOT VALUED,,,collection.collectedDateTime,,dateTime,0,1,,,,,
7,OBR-7,Observation Date/Time,DTM,0,1,IF OBR-8 VALUED,,,collection.collectedPeriod.start,,dateTime,0,1,,,,,
8,OBR-8,Observation End Date/Time,DTM,0,1,,,,collection.collectedPeriod.end,,dateTime,0,1,,,,,
9,OBR-9,Collection Volume,CQ,0,1,,,,collection.quantity,,SimpleQuantity,0,1,CQ[Quantity],,,,
10,OBR-10,Collector Identifier,XCN,0,-1,,,,collection.collector(Practitioner),,Reference(Practitioner),0,1,XCN[Practitioner],,,,
11,OBR-11,Specimen Action Code,ID,0,1,,,,,,,,,,,,,
12,OBR-12,Danger Code,CWE,0,1,,,,,,,,,,,,,
13,OBR-13,Relevant Clinical Information,CWE,0,-1,,,If information represents fasting status,collection.fastingStatusCodeableConcept,,,,,,,,,
13,OBR-13,Relevant Clinical Information,CWE,0,-1,,,If information represents fasting duration,collection.fastingStatusDuration,,,,,,,,,
14,OBR-14,Specimen Received Date/Time *,TS,0,1,,,,receivedTime,,dateTime,0,1,,,,,
15,OBR-15,Specimen Source,SPS,0,1,,,,$this,,,,,SPS[Specimen-Source],,,,
16,OBR-16,Ordering Provider,XCN,0,-1,,,,,,,,,,,,,
17,OBR-17,Order Callback Phone Number,XTN,0..2,2,,,,,,,,,,,,,
18,OBR-18,Placer Field 1,ST,0,1,,,,,,,,,,,,,
19,OBR-19,Placer Field 2,ST,0,1,,,,,,,,,,,,,
20,OBR-20,Filler Field 1 +,ST,0,1,,,,,,,,,,,,,
21,OBR-21,Filler Field 2 +,ST,0,1,,,,,,,,,,,,,
22,OBR-22,Results Rpt/Status Chng – Date/Time +,DTM,0,1,,,,,,,,,,,,,
23,OBR-23,Charge to Practice +,MOC,0,1,,,,,,,,,,,,,
24,OBR-24,Diagnostic Serv Sect ID,ID,0,1,,,,,,,,,,,,,
25,OBR-25,Result Status +,ID,0,1,,,,,,,,,,,,,
26,OBR-26,Parent Result +,PRL,0,1,,,,,,,,,,,,,
27,OBR-27,Quantity/Timing,TQ,0,-1,,,,,,,,,,,,,
28,OBR-28,Result Copies To,XCN,0,-1,,,,,,,,,,,,,
29,OBR-29,ParentResults Observation Identifier,EIP,0,1,,,,,,,,,,,,,
30,OBR-30,Transportation Mode,ID,0,1,,,,,,,,,,,,,
31,OBR-31,Reason for Study,CWE,0,-1,,,,,,,,,,,,,
32,OBR-32,Principal Result Interpreter +,NDL,0,1,,,,,,,,,,,,,
33,OBR-33,Assistant Result Interpreter +,NDL,0,-1,,,,,,,,,,,,,
34,OBR-34,Technician +,NDL,0,-1,,,,,,,,,,,,,
34,OBR-34,Technician +,NDL,0,-1,,,,,,,,,,,,,
35,OBR-35,Transcriptionist +,NDL,0,-1,,,,,,,,,,,,,
35,OBR-35,Transcriptionist +,NDL,0,-1,,,,,,,,,,,,,
36,OBR-36,Scheduled Date/Time +,DTM,0,1,,,,,,,,,,,,,
37,OBR-37,Number of Sample Containers *,NM,0,1,,,,,,,,,,,,,
38,OBR-38,Transport Logistics of Collected Sample *,CWE,0,-1,,,,,,,,,,,,,
39,OBR-39,Collector's Comment *,CWE,0,-1,,,,note,,Annotation,0,-1,,,,,
40,OBR-40,Transport Arrangement Responsibility,CWE,0,1,,,,,,,,,,,,,
41,OBR-41,Transport Arranged,ID,0,1,,,,,,,,,,,,,
42,OBR-42,Escort Required,ID,0,1,,,,,,,,,,,,,
43,OBR-43,Planned Patient Transport Comment,CWE,0,-1,,,,,,,,,,,,,
44,OBR-44,Procedure Code,CNE,0,1,,,,,,,,,,,,,
45,OBR-45,Procedure Code Modifier,CNE,0,-1,,,,,,,,,,,,,
46,OBR-46,Placer Supplemental Service Information,CWE,0,-1,,,,,,,,,,,,,
47,OBR-47,Filler Supplemental Service Information,CWE,0,-1,,,,,,,,,,,,,
48,OBR-48,Medically Necessary Duplicate Procedure Reason,CWE,0,1,,,,,,,,,,,,,
49,OBR-49,Result Handling,CWE,0,1,,,,,,,,,,,,,
50,OBR-50,Parent Universal Service Identifier,CWE,0,1,,,,,,,,,,,,,
51,OBR-51,Observation Group ID,EI,0,1,,,,,,,,,,,,,
52,OBR-52,Parent Observation Group ID,EI,0,1,,,,,,,,,,,,,
53,OBR-53,Alternate Placer Order Number,CX,0,-1,,,,,,,,,,,,,
54,OBR-54,Parent Order,EIP,0,1,,,,,,,,,,,,,
