HL7 v2,,,,,,Condition (IF True),,,HL7 FHIR,,,,,,,,,Comments
Sort Order,Identifier,Name,Data Type,Cardinality - Min,Cardinality - Max,Computable ANTLR,Computable FHIRPath,Narrative,FHIR Attribute,,Data Type,Cardinality - Min,Cardinality - Max,Data Type Mapping,"Vocabulary Mapping
(IS, ID, CE, CNE, CWE)",Assignment,,
1,IN1-1,Set ID - IN1,SI,1,1,,,,,,,,,,,,,
2,IN1-2,Health Plan ID,CWE,1,1,,,,identifier,,Identifier,0,-1,CWE[Identifier],,,,
3,IN1-3,Insurance Company ID,CX,1,-1,,,,,,,,,,,,,
4,IN1-4,Insurance Company Name,XON,0,-1,,,,payor[1](Organization),,Reference,,,XON[Organization],,,,
5,IN1-5,Insurance Company Address,XAD,0,-1,,,,payer[1](Organization.address),,Reference,,,XAD[Address],,,,
6,IN1-6,Insurance Co Contact Person,XPN,0,-1,,,,,,,,,,,,,
7,IN1-7,Insurance Co Phone Number,XTN,0,-1,,,,,,,,,,,,,
8,IN1-8,Group Number,ST,0,1,,,,,,,,,,,,,
9,IN1-9,Group Name,XON,0,-1,,,,,,,,,,,,,
10,IN1-10,Insured's Group Emp ID,CX,0,-1,"IF CX.5 IS ""SN"" ",,,extension[1].url,,uri,,,,,"""http://hl7.org/fhir/5.0/StructureDefinition/extension-subscriberId""",,
10,IN1-10,Insured's Group Emp ID,CX,0,-1,"IF CX.5 IS ""SN"" ",,,extension[1].valueIdentifier,,Identifier,,,CX[Identifier],,,,
10,IN1-10,Insured's Group Emp ID,CX,0,-1,,,,policyHolder([1]Organization.identifier),,Identifier,0,-1,CX[Identifier],,,,"If one has identifiers of other types, one must determine where it fits best."
11,IN1-11,Insured's Group Emp Name,XON,0,-1,,,,policyHolder[1](Organization),,Reference,,,XON[Organization],,,,
12,IN1-12,Plan Effective Date,DT,0,1,,,,period.start,,dateTime,,,,,,,
13,IN1-13,Plan Expiration Date,DT,0,1,,,,period.end,,dateTime,,,,,,,
14,IN1-14,Authorization Information,AUI,0,1,,,,,,,,,,,,,
15,IN1-15,Plan Type,CWE,0,1,,,,type,,CodeableConcept,,,CWE[CodeableConcept],PlanId,,,"Given variability in use, IN1-15 may or may not be a good match with HL7 Coverage.type.  Note however that IN1-47 Coverage Type is not a match to FHIR Coverage.type."
16,IN1-16,Name Of Insured,XPN,0,-1,IF IN1-17 IS NOT 'patient',,,subscriber(RelatedPerson),,Reference,,,,,,,
16,IN1-16,Name Of Insured,XPN,0,-1,IF IN1-17 IS 'patient',,,subscriber(Patient),,Reference,,,,,,,
17,IN1-17,Insured's Relationship To Patient,CWE,0,1,,,,relationship,,CodeableConcept,,,CWE[CodeableConcept],Relationship,,,
18,IN1-18,Insured's Date Of Birth,DTM,0,1,,,,,,,,,,,,,
19,IN1-19,Insured's Address,XAD,0,-1,,,,,,,,,,,,,
20,IN1-20,Assignment Of Benefits,CWE,0,1,,,,,,,,,,,,,
21,IN1-21,Coordination Of Benefits,CWE,0,1,,,,,,,,,,,,,
22,IN1-22,Coord Of Ben. Priority,ST,0,1,,,,,,,,,,,,,
23,IN1-23,Notice Of Admission Flag,ID,0,1,,,,,,,,,,,,,
24,IN1-24,Notice Of Admission Date,DT,0,1,,,,,,,,,,,,,
25,IN1-25,Report Of Eligibility Flag,ID,0,1,,,,,,,,,,,,,
26,IN1-26,Report Of Eligibility Date,DT,0,1,,,,,,,,,,,,,
27,IN1-27,Release Information Code,CWE,0,1,,,,,,,,,,,,,
28,IN1-28,Pre-Admit Cert (PAC),ST,0,1,,,,,,,,,,,,,
29,IN1-29,Verification Date/Time,DTM,0,1,,,,,,,,,,,,,
30,IN1-30,Verification By,XCN,0,-1,,,,,,,,,,,,,
31,IN1-31,Type Of Agreement Code,CWE,0,1,,,,,,,,,,,,,
32,IN1-32,Billing Status,CWE,0,1,,,,,,,,,,,,,
