HL7 v2,,,,,,Condition (IF True),,,HL7 FHIR,,,,,,,,,Comments
Sort Order,Identifier,Name,Data Type,Cardinality - Min,Cardinality - Max,Computable ANTLR,Computable FHIRPath,Narrative,FHIR Attribute,,Data Type,Cardinality - Min,Cardinality - Max,Data Type Mapping,"Vocabulary Mapping
(IS, ID, CE, CNE, CWE)",Assignment,,
0,RXO,,,,,,,,"intent=""original-order""",,code,,,,,,,
1,RXO-1,Requested Give Code,CWE,0,1,,,,medication(Medication.code),,CodeableConcept,1,,CWE[CodeableConcept],,,,
2,RXO-2,Requested Give Amount - Minimum,NM,0,1,,,,dosageInstruction.doseAndRate[1].doseRange.low.value,,decimal,,,,,,,
2,RXO-2,Requested Give Amount - Minimum,NM,0,1,,,,dosageInstruction.doseAndRate[1].type,,,,,,,"""ordered""",,
3,RXO-3,Requested Give Amount - Maximum,NM,0,1,,,,dosageInstruction.doseAndRate[1].doseRange.high.value,,decimal,,,,,,,
4,RXO-4,Requested Give Units,CWE,0,1,IF RXO-2 IS VALUED AND (IF RXO-4.1 IS VALUED OR RXO-4.3 IS VALUED),,,dosageInstruction.doseAndRate[1].doseRange.low.code,,code,,,CWE[Code],RequestedGiveUnits,,,
4,RXO-4,Requested Give Units,CWE,0,1,IF RXO-2 IS VALUED AND (IF RXO-4.1 IS NOT VALUED AND RXO-4.3 IS NOT VALUED),,,dosageInstruction.doseAndRate[1].doseRange.low.unit,,string,,,CWE[String],,,,
4,RXO-4,Requested Give Units,CWE,0,1,IF RXO-2 IS VALUED AND (IF RXO-4.1 IS VALUED OR RXO-4.3 IS VALUED),,,dosageInstruction.doseAndRate[1].doseRange.high.code,,code,,,CWE[Code],,,,
4,RXO-4,Requested Give Units,CWE,0,1,IF RXO-2 IS VALUED AND (IF RXO-4.1 IS NOT VALUED AND RXO-4.3 IS NOT VALUED),,,dosageInstruction.doseAndRate[1].doseRange.high.unit,,string,,,CWE[String],,,,
5,RXO-5,Requested Dosage Form,CWE,0,1,,,,medication(Medication.doseForm),,CodeableConcept,,,CWE[CodeableConcept],RequestedDosageForm,,,
6,RXO-6,Provider's Pharmacy/Treatment Instructions,CWE,0,-1,,,,,,,,,,,,,
7,RXO-7,Provider's Administration Instructions,CWE,0,-1,,,,,,,,,,,,,
8,RXO-8,Deliver-To Location,CM,0,1,,,,,,,,,,,,,
9,RXO-9,Allow Substitutions,ID,0,1,,,,substitution.allowedCodeableConcept,,CodeableConcept,,,ID[CodeableConcept],AllowSubstitution,,,
10,RXO-10,Requested Dispense Code,CWE,0,1,,,,,,,,,,,,,
11,RXO-11,Requested Dispense Amount,NM,0,1,,,,dispenseRequest.quantity.value,,decimal,,,,,,,
12,RXO-12,Requested Dispense Units,CWE,0,1,IF RXO-12.1 IS VALUED OR RXO-12.3 IS VALUED,,,dispenseRequest.quantity.code,,code,,,CWE[Code],RequestedDispenseUnits,,,
12,RXO-12,Requested Dispense Units,CWE,0,1,IF RXO-12.1 IS NOT VALUED AND RXO-12.3 IS NOT VALUED,,,dispenseRequest.quantity.unit,,string,,,CWE[String],,,,
13,RXO-13,Number Of Refills,NM,0,1,,,,dispenseRequest.numberOfRepeatsAllowed,,unsignedInt,,,,,,,
14,RXO-14,Ordering Provider's DEA Number,XCN,0,-1,,,,requester(Practitioner),,Reference,,,XCN[Practitioner],,,,
