HL7 v2,,,,,,Condition (IF True),,,HL7 FHIR,,,,,,,,,Comments
Sort Order,Identifier,Name,Data Type,Cardinality - Min,Cardinality - Max,Computable ANTLR,Computable FHIRPath,Narrative,FHIR Attribute,,Data Type,Cardinality - Min,Cardinality - Max,Data Type Mapping,"Vocabulary Mapping
(IS, ID, CE, CNE, CWE)",Assignment,,
1,ROL-1,Role Instance ID,EI,0,1,,,,generalPractitioner(PractitionerRole.identifier),,Identifier,0,-1,EI[Identifier],,,,
2,ROL-2,Action Code,ID,1,1,,,if mapped to a restful service to progress the message.,,,,,,,,,,
3,ROL-3,Role-ROL,CWE,1,1,,,,generalPractitioner(PractitionerRole.code),,CodeableConcept,,,CWE[CodeableConcept],Role,,,
4,ROL-4,Role Person,XCN,1,-1,,,,generalPractitioner(PractitionerRole.practitioner),,Reference(Practitioner),,,XCN[Practitioner],,,,
5,ROL-5,Role Begin Date/Time,DTM,0,1,,,,generalPractitioner(PractitionerRole.period.start),,dateTime,,,,,,,
6,ROL-6,Role End Date/Time,DTM,0,1,,,,generalPractitioner(PractitionerRole.period.end),,dateTime,,,,,,,
7,ROL-7,Role Duration,CWE,0,1,,,,,,,,,,,,,
8,ROL-8,Role Action Reason,CWE,0,1,,,,,,,,,,,,,
9,ROL-9,Provider Type,CWE,0,-1,,,,,,,,,,,,,
10,ROL-10,Organization Unit Type,CWE,0,1,,,,,,,,,,,,,
11,ROL-11,Office/Home Address/Birthplace,XAD,0,-1,"IF XAD.7 IN (""N"",""BDL"",""F"",""H"",""P"",""BR"",""V"")",,,generalPractitioner(PractitionerRole.Practitioner(Practitioner.address)),,Address,0,-1,XAD[Address],,,,
11,ROL-11,Office/Home Address/Birthplace,XAD,0,-1,"IF XAD.7 IN (""M"",""O"",""S"",""SH"",""TM"")",,,generalPractitioner(PractitionerRole.location(Location.address)),,Address,0,-1,XAD[Address],,,,"We seek feedback whether we actually should vary this based on ROL-13 being valued.  If not valued, then put it in Patient.generalPractitioner(PractitionerRole.Practitioner(Practitioner.address[2]))"
11,ROL-11,Office/Home Address/Birthplace,XAD,0,-1,"IF XAD.7 IN (""B"",""BI"",""L"")",,,generalPractitioner(PractitionerRole.organization.(Organization.address)),,Address,0,-1,XAD[Address],,,,
11,ROL-11,Office/Home Address/Birthplace,XAD,0,-1,"IF XAD.7 IN (""BA"",""C"",""RH"")",,"Requires local consideration whether to use practitioner, location, or organization destination.",,,,,,,,,,
12,ROL-12,Phone,XTN,0,-1,,,,generalPractitioner(PractitionerRole.telecom),,ContactPoint,0,-1,XTN[ContactPoint],,,,
13,ROL-13,Person's Location,PL,0,1,,,,generalPractitioner(PractitionerRole.location(Location)),,Reference(Location),0,1,PL[Location],,,,We seek more information on how this is mapped/merged with ROL-11.
14,ROL-14,Organization,XON,0,1,,,,generalPractitioner(PractitionerRole.organization.(Organization)),,Reference(Organization),0,1,XON[Organization],,,,We seek more information on how this is mapped/merged with ROL-11.
