HL7 v2,,,,,,Condition (IF True),,,HL7 FHIR,,,,,,,,,Comments
Sort Order,Identifier,Name,Data Type,Cardinality - Min,Cardinality - Max,Computable ANTLR,Computable FHIRPath,Narrative,FHIR Attribute,,Data Type,Cardinality - Min,Cardinality - Max,Data Type Mapping,"Vocabulary Mapping
(IS, ID, CE, CNE, CWE)",Assignment,,
1,NK1-1,Set ID - NK1,SI,1,1,,,,,,,,,,,,,
2,NK1-2,Name,XPN,0,-1,,,,contact.name,,HumanName,0,1,XPN,,,,
3,NK1-3,Relationship,CWE,0,1,,,,,Patient.contact.#ext-v2Relationship#,CodeableConcept,0,1,CWE[CodeableConcept],Relationship,,,Patient.contact.relationship uses the same value set as NK1-7 (contact role). There doesn't seem to be a standard element for the NK1-3 relationship in Patient.contact. An extension will likely be needed
4,NK1-4,Address,XAD,0,-1,,,,contact.address,,Address,0,1,XAD[Address],,,,Note the decreased cardinality for the FHIR map
5,NK1-5,Phone Number,XTN,0,-1,,,,contact.telecom[1],,ContactPoint,0,-1,XTN[ContactPoint],,,,
6,NK1-6,Business Phone Number,XTN,0,-1,,,,contact.telecom[2],,ContactPoint,0,-1,XTN[ContactPoint],,,,
7,NK1-7,Contact Role,CWE,0,1,,,,contact.relationship,,CodeableConcept,0,-1,CWE[CodeableConcept],Contact Role,,,"Should we update the names in the base FHIR standard as the names and value sets are confusing?  It's normative, so has to have a very strong case."
8,NK1-8,Start Date,DT,0,1,,,,contact.period.start,,dateTime,0,1,,,,,
9,NK1-9,End Date,DT,0,1,,,,contact.period.end,,dateTime,0,1,,,,,
10,NK1-10,Next of Kin / Associated Parties Job Title,ST,0,1,,,,,,,,,,,,,
11,NK1-11,Next of Kin / Associated Parties Job Code/Class,JCC,0,1,,,,,,,,,,,,,
12,NK1-12,Next of Kin / Associated Parties Employee Number,CX,0,1,,,,,,,,,,,,,
13,NK1-13,Organization Name - NK1,XON,0,-1,,,,contact.organization[1](Organization),,Reference(Organization),0,1,XON[Organization],,,,
14,NK1-14,Marital Status,CWE,0,1,,,,,,,,,,,,,
15,NK1-15,Administrative Sex,CWE,0,1,,,,contact.gender,,code,0,1,CWE[code],Gender,,,
16,NK1-16,Date/Time of Birth,DTM,0,1,,,,,,,,,,,,,
17,NK1-17,Living Dependency,CWE,0,-1,,,,,,,,,,,,,
18,NK1-18,Ambulatory Status,CWE,0,-1,,,,,,,,,,,,,
19,NK1-19,Citizenship,CWE,0,-1,,,,,,,,,,,,,
20,NK1-20,Primary Language,CWE,0,1,,,,,,,,,,,,,
21,NK1-21,Living Arrangement,CWE,0,1,,,,,,,,,,,,,
22,NK1-22,Publicity Code,CWE,0,1,,,,,,,,,,,,,
23,NK1-23,Protection Indicator,ID,0,1,,,,,,,,,,,,,
24,NK1-24,Student Indicator,CWE,0,1,,,,,,,,,,,,,
25,NK1-25,Religion,CWE,0,1,,,,,,,,,,,,,
26,NK1-26,Mother's Maiden Name,XPN,0,-1,,,,,,,,,,,,,
27,NK1-27,Nationality,CWE,0,1,,,,,,,,,,,,,
28,NK1-28,Ethnic Group,CWE,0,-1,,,,,,,,,,,,,
29,NK1-29,Contact Reason,CWE,0,-1,,,,,,,,,,,,,
30,NK1-30,Contact Person's Name,XPN,0,-1,,,,contact.organization[1](Organization.contact.name),,HumanName,0,1,XPN[HumanName],,,,
31,NK1-31,Contact Person's Telephone Number,XTN,0,-1,,,,contact.organization[1](Organization.contact.telecom),,ContactPoint,0,-1,XTN[ContactPoint],,,,
32,NK1-32,Contact Person's Address,XAD,0,-1,,,,contact.organization[1](Organization.contact.address),,Address,0,1,XAD[Address],,,,
33,NK1-33,Next of Kin/Associated Party's Identifiers,CX,0,-1,,,,,Patient.contact.#ext-identifier#,Identifier,0,-1,CX[Identifier],,,,
34,NK1-34,Job Status,CWE,0,1,,,,,,,,,,,,,The job status is typically the patient's job status when the relationship indicates the NK1 is the employer. We invite feedback on whether or not an extension to Patient.contact is appropriate for this element.
35,NK1-35,Race,CWE,0,-1,,,"Use your local extension, e.g., US = US Core Race Extension, AUS = indiginous extension.",,,,,,,,,,
36,NK1-36,Handicap,CWE,0,1,,,,,,,,,,,,,
37,NK1-37,Contact Person Social Security Number,ST,0,1,,,,,,,,,,,,,
38,NK1-38,Next of Kin Birth Place,ST,0,1,,,,,,,,,,,,,
39,NK1-39,VIP Indicator,CWE,0,1,,,,,,,,,,,,,
40,NK1-40,Next of Kin Telecommunication Information,XTN,0,1,,,,contact.telecom[3],,ContactPoint,0,-1,XTN[ContactPoint],,,,
41,NK1-41,Contact Person's Telecommunication Information,XTN,0,1,,,,contact.telecom[4],,ContactPoint,0,-1,XTN[ContactPoint],,,,
