HL7 v2,,,,,,Condition (IF True),,,HL7 FHIR,,,,,,,,,Comments
Sort Order,Identifier,Name,Data Type,Cardinality - Min,Cardinality - Max,Computable ANTLR,Computable FHIRPath,Narrative,FHIR Attribute,,Data Type,Cardinality - Min,Cardinality - Max,Data Type Mapping,"Vocabulary Mapping
(IS, ID, CE, CNE, CWE)",Assignment,,
1,SCH-1,Placer Appointment ID,EI,0,1,,,,identifier[1],,Identifier,0,-1,EI[Identifier-Extension],,,,
2,SCH-2,Filler Appointment ID,EI,0,1,,,,identifier[2],,Identifier,0,-1,EI[Identifier-Extension],,,,
3,SCH-3,Occurrence Number,NM,0,1,,,,,,,,,,,,,
4,SCH-4,Placer Group Number,EI,0,1,,,,,,,,,,,,,
5,SCH-5,Schedule ID,CWE,0,1,,,,,,,,,,,,,
6,SCH-6,Event Reason,CWE,1,1,,,,,,,,,,,,,
7,SCH-7,Appointment Reason,CWE,0,1,"IF CWE.3 IS ""HL70276""",,,reasonCode[1],,CodeableConcept,0,-1,CWE[CodeableConcept],AppointmentReasonCodes,,,
7,SCH-7,Appointment Reason,CWE,0,1,"IF CWE.3 IS ""HL70277""",,,appointmentType[1],,CodeableConcept,0,1,CWE[CodeableConcept],AppointmentTypeCodes,,,"Note that in V2 this is Table HL70276, but there is a problem with that as it does not reflect SCH-7, rather SCH-8.  We are working on correcting that in HL7 v2."
8,SCH-8,Appointment Type,CWE,0,1,"IF CWE.3 IS ""HL70277""",,,appointmentType[1],,CodeableConcept,0,1,CWE[CodeableConcept],AppointmentTypeCodes,,,"Note that in V2 this is Table HL70276, but there is a problem with that as it does not reflect SCH-7, rather SCH-8.  We are working on correcting that in HL7 v2."
9,SCH-9,Appointment Duration,NM,0,-1,,,If SCH-10 indicates units of minutes,minutesDuration[1],,positiveInt,0,1,,,,,
10,SCH-10,Appointment Duration Units,CNE,0,-1,,,,,,,,,,,,,
11,SCH-11,Appointment Timing Quantity,TQ,1,-1,,,,$this,,,,,TQ[Appointment],,,,
12,SCH-12,Placer Contact Person,XCN,1,-1,,,,participant[1].actor(Practitioner),,Reference(Practitioner),0,1,XCN[Practitioner],,,,
12,SCH-12,Placer Contact Person,XCN,1,-1,,,,participant[1].type.coding.code,,,,,,,#placer contact#,,
12,SCH-12,Placer Contact Person,XCN,1,-1,,,,participant[1].type.coding.system,,,,,,,"""http://terminology.hl7.org/CodeSystem/participant-type""",,
13,SCH-13,Placer Contact Phone Number,XTN,0,1,,,,,,,,,,,,,
14,SCH-14,Placer Contact Address,XAD,0,-1,,,,,,,,,,,,,
15,SCH-15,Placer Contact Location,PL,0,1,,,,,,,,,,,,,
16,SCH-16,Filler Contact Person,XCN,1,-1,,,,participant[2].actor(Practitioner),,Reference(Practitioner),0,1,XCN[Practitioner],,,,
16,SCH-16,Filler Contact Person,XCN,1,-1,,,,participant[2].type.coding.code,,,,,,,#filler contact#,,
16,SCH-16,Filler Contact Person,XCN,1,-1,,,,participant[2].type.coding.system,,,,,,,"""http://terminology.hl7.org/CodeSystem/participant-type""",,
17,SCH-17,Filler Contact Phone Number,XTN,0,1,,,,,,,,,,,,,
18,SCH-18,Filler Contact Address,XAD,0,-1,,,,,,,,,,,,,
19,SCH-19,Filler Contact Location,PL,0,1,,,,,,,,,,,,,
20,SCH-20,Entered By Person,XCN,1,-1,,,,participant[3].actor(Practitioner),,Reference(Practitioner),0,1,XCN[Practitioner],,,,
20,SCH-20,Entered By Person,XCN,1,-1,,,,participant[3].type[1].coding.code,,,,,,,enterer,,
20,SCH-20,Entered By Person,XCN,1,-1,,,,participant[3].type[1].coding.system,,,,,,,http://terminology.hl7.org/CodeSystem/provenance-participant-type,,
21,SCH-21,Entered By Phone Number,XTN,0,-1,,,,,,,,,,,,,
22,SCH-22,Entered By Location,PL,0,1,,,,,,,,,,,,,
23,SCH-23,Parent Placer Appointment ID,EI,0,1,,,,,,,,,,,,,
24,SCH-24,Parent Filler Appointment ID,EI,0,1,,,,,,,,,,,,,
25,SCH-25,Filler Status Code,CWE,0,1,,,,status,,code,1,1,CWE[code],FillerStatusCodes[Appointment],,,
26,SCH-26,Placer Order Number,EI,0,-1,,,,basedOn(ServiceRequest),,Reference(ServiceRequest),,,,,,,"If valued, make sure that Appointment.basedOn is used to link to the ServiceRequest"
27,SCH-27,Filler Order Number,EI,0,-1,,,,basedOn(ServiceRequest),,Reference(ServiceRequest),,,,,,,"If valued, make sure that Appointment.basedOn is used to link to the ServiceRequest"
