HL7 v2,,,,,,Condition (IF True),,,HL7 FHIR,,,,,,,,,Comments
Sort Order,Identifier,Name,Data Type,Cardinality - Min,Cardinality - Max,Computable ANTLR,Computable FHIRPath,Narrative,FHIR Attribute,,Data Type,Cardinality - Min,Cardinality - Max,Data Type Mapping,"Vocabulary Mapping
(IS, ID, CE, CNE, CWE)",Assignment,,
1,IN3-1,Set ID - IN3,SI,1,1,,,,,,,,,,,,,
2,IN3-2,Certification Number,CX,0,1,,,,,,,,,,,,,
3,IN3-3,Certified By,XCN,0,-1,,,,,,,,,,,,,
4,IN3-4,Certification Required,ID,0,1,,,,,,,,,,,,,
5,IN3-5,Penalty,MOP,0,1,,,,,,,,,,,,,
6,IN3-6,Certification Date/Time,DTM,0,1,,,,,,,,,,,,,
7,IN3-7,Certification Modify Date/Time,DTM,0,1,,,,,,,,,,,,,
8,IN3-8,Operator,XCN,0,-1,,,,,,,,,,,,,
9,IN3-9,Certification Begin Date,DT,0,1,,,,,,,,,,,,,
10,IN3-10,Certification End Date,DT,0,1,,,,,,,,,,,,,
11,IN3-11,Days,DTN,0,1,,,,,,,,,,,,,
12,IN3-12,Non-Concur Code/Description,CWE,0,1,,,,,,,,,,,,,
13,IN3-13,Non-Concur Effective Date/Time,DTM,0,1,,,,,,,,,,,,,
14,IN3-14,Physician Reviewer,XCN,0,-1,,,,,,,,,,,,,
15,IN3-15,Certification Contact,ST,0,1,,,,,,,,,,,,,
16,IN3-16,Certification Contact Phone Number,XTN,0,-1,,,,,,,,,,,,,
17,IN3-17,Appeal Reason,CWE,0,1,,,,,,,,,,,,,
18,IN3-18,Certification Agency,CWE,0,1,,,,,,,,,,,,,
19,IN3-19,Certification Agency Phone Number,XTN,0,-1,,,,,,,,,,,,,
20,IN3-20,Pre-Certification Requirement,ICD,0,-1,,,,,,,,,,,,,
21,IN3-21,Case Manager,ST,0,1,,,,participant.role.coding.value,,string,,,,,"""768832004""",,
21,IN3-21,Case Manager,ST,0,1,,,,participant.role.coding.system,,uri,,,,,"""http://snomed.info/sct""",,
21,IN3-21,Case Manager,ST,0,1,,,,participant.role.text,,,,,,,"""case manager""",,
22,IN3-22,Second Opinion Date,DT,0,1,,,,,,,,,,,,,
23,IN3-23,Second Opinion Status,CWE,0,1,,,,,,,,,,,,,
24,IN3-24,Second Opinion Documentation Received,CWE,0,-1,,,,,,,,,,,,,
25,IN3-25,Second Opinion Physician,XCN,0,-1,,,,,,,,,,,,,
26,IN3-26,Certification Type,CWE,0,1,,,,,,,,,,,,,
27,IN3-27,Certification Category,CWE,0,1,,,,,,,,,,,,,
