HL7 v2,,,,,,Condition (IF True),,,HL7 FHIR,,,,,,,,,Comments
Sort Order,Identifier,Name,Data Type,Cardinality - Min,Cardinality - Max,Computable ANTLR,Computable FHIRPath,Narrative,FHIR Attribute,,Data Type,Cardinality - Min,Cardinality - Max,Data Type Mapping,"Vocabulary Mapping
(IS, ID, CE, CNE, CWE)",Assignment,,
1,IN2-1,Insured's Employee ID,CX,0,-1,,,,,,,,,,,,,
2,IN2-2,Insured's Social Security Number,ST,0,1,,,,,,,,,,,,,
3,IN2-3,Insured's Employer's Name and ID,XCN,0,-1,,,,,,,,,,,,,
4,IN2-4,Employer Information Data,CWE,0,1,,,,,,,,,,EmployerInformationData,,,
5,IN2-5,Mail Claim Party,CWE,0,-1,,,,,,,,,,MailClaimParty,,,
6,IN2-6,Medicare Health Ins Card Number,ST,0,1,,,,,,,,,,,,,
7,IN2-7,Medicaid Case Name,XPN,0,-1,,,,,,,,,,,,,
8,IN2-8,Medicaid Case Number,ST,0,1,,,,,,,,,,,,,
9,IN2-9,Military Sponsor Name,XPN,0,-1,,,,,,,,,,,,,
10,IN2-10,Military ID Number,ST,0,1,,,,,,,,,,,,,
11,IN2-11,Dependent Of Military Recipient,CWE,0,1,,,,,,,,,,MilitaryRecipient,,,
12,IN2-12,Military Organization,ST,0,1,,,,,,,,,,,,,
13,IN2-13,Military Station,ST,0,1,,,,,,,,,,,,,
14,IN2-14,Military Service,CWE,0,1,,,,,,,,,,MilitaryService,,,
15,IN2-15,Military Rank/Grade,CWE,0,1,,,,,,,,,,MilitaryRankGrade,,,
16,IN2-16,Military Status,CWE,0,1,,,,,,,,,,MilitaryStatus,,,
17,IN2-17,Military Retire Date,DT,0,1,,,,,,,,,,,,,
18,IN2-18,Military Non-Avail Cert On File,ID,0,1,,,,,,,,,,Yes/No,,,
19,IN2-19,Baby Coverage,ID,0,1,,,,,,,,,,Yes/No,,,
20,IN2-20,Combine Baby Bill,ID,0,1,,,,,,,,,,Yes/No,,,
21,IN2-21,Blood Deductible,ST,0,1,,,,,,,,,,,,,
22,IN2-22,Special Coverage Approval Name,XPN,0,-1,,,,,,,,,,,,,
23,IN2-23,Special Coverage Approval Title,ST,0,1,,,,,,,,,,,,,
24,IN2-24,Non-Covered Insurance Code,CWE,0,-1,,,,,,,,,,NonCoveredInsuranceCode,,,
25,IN2-25,Payor ID,CX,0,-1,,,,,,,,,,,,,
26,IN2-26,Payor Subscriber ID,CX,0,-1,,,,,,,,,,,,,
27,IN2-27,Eligibility Source,CWE,0,1,,,,,,,,,,EligibilitySource,,,
28,IN2-28,Room Coverage Type/Amount,RMC,0,-1,,,,,,,,,,,,,
29,IN2-29,Policy Type/Amount,PTA,0,-1,,,,,,,,,,,,,
30,IN2-30,Daily Deductible,DDI,0,1,,,,,,,,,,,,,
31,IN2-31,Living Dependency,CWE,0,1,,,,,,,,,,LivingDependency,,,
32,IN2-32,Ambulatory Status,CWE,0,-1,,,,,,,,,,AmbulatoryStatus,,,
33,IN2-33,Citizenship,CWE,0,-1,,,,,,,,,,Citizenship,,,
34,IN2-34,Primary Language,CWE,0,1,,,,,,,,,,PrimaryLanguage,,,
35,IN2-35,Living Arrangement,CWE,0,1,,,,,,,,,,LivingArrangement,,,
36,IN2-36,Publicity Code,CWE,0,1,,,,,,,,,,PublicityCode,,,
37,IN2-37,Protection Indicator,ID,0,1,,,,,,,,,,AssignmentOfBenefits,,,
38,IN2-38,Student Indicator,CWE,0,1,,,,,,,,,,StudentStatus,,,
39,IN2-39,Religion,CWE,0,1,,,,,,,,,,Religion,,,
40,IN2-40,Mother's Maiden Name,XPN,0,-1,,,,,,,,,,,,,
41,IN2-41,Nationality,CWE,0,1,,,,,,,,,,Nationality,,,
42,IN2-42,Ethnic Group,CWE,0,-1,,,,,,,,,,EthnicGroup,,,
43,IN2-43,Marital Status,CWE,0,-1,,,,,,,,,,MaritalStatus,,,
44,IN2-44,Insured's Employment Start Date,DT,0,1,,,,,,,,,,,,,
45,IN2-45,Employment Stop Date,DT,0,1,,,,,,,,,,,,,
46,IN2-46,Job Title,ST,0,1,,,,,,,,,,,,,
47,IN2-47,Job Code/Class,JCC,0,1,,,,,,,,,,,,,
48,IN2-48,Job Status,CWE,0,1,,,,,,,,,,JobStatus,,,
49,IN2-49,Employer Contact Person Name,XPN,0,-1,,,,,,,,,,,,,
50,IN2-50,Employer Contact Person Phone Number,XTN,0,-1,,,,,,,,,,,,,
51,IN2-51,Employer Contact Reason,CWE,0,1,,,,,,,,,,ContactReason,,,
52,IN2-52,Insured's Contact Person's Name,XPN,0,-1,,,,,,,,,,,,,
53,IN2-53,Insured's Contact Person Phone Number,XTN,0,-1,,,,,,,,,,,,,
54,IN2-54,Insured's Contact Person Reason,CWE,0,-1,,,,,,,,,,ContactReason,,,
55,IN2-55,Relationship to the Patient Start Date,DT,0,1,,,,,,,,,,,,,
56,IN2-56,Relationship to the Patient Stop Date,DT,0,-1,,,,,,,,,,,,,
57,IN2-57,Insurance Co Contact Reason,CWE,0,1,,,,,,,,,,InsuranceCompanyContactReason,,,
58,IN2-58,Insurance Co Contact Phone Number,XTN,0,-1,,,,,,,,,,,,,
59,IN2-59,Policy Scope,CWE,0,1,,,,,,,,,,PolicyScope,,,
60,IN2-60,Policy Source,CWE,0,1,,,,,,,,,,LivingWillCode,,,
61,IN2-61,Patient Member Number,CX,0,1,,,,,,,,,,,,,
62,IN2-62,Guarantor's Relationship to Insured,CWE,0,1,,,,,,,,,,Relationship,,,
63,IN2-63,Insured's Phone Number - Home,XTN,0,-1,,,,,,,,,,,,,
64,IN2-64,Insured's Employer Phone Number,XTN,0,-1,,,,,,,,,,,,,
65,IN2-65,Military Handicapped Program,CWE,0,1,,,,,,,,,,Yes/No,,,
66,IN2-66,Suspend Flag,ID,0,1,,,,,,,,,,Yes/No,,,
67,IN2-67,Copay Limit Flag,ID,0,1,,,,,,,,,,Yes/No,,,
68,IN2-68,Stoploss Limit Flag,ID,0,1,,,,,,,,,,Yes/No,,,
69,IN2-69,Insured Organization Name and ID,XON,0,-1,,,,,,,,,,,,,
70,IN2-70,Insured Employer Organization Name and ID,XON,0,-1,,,,,,,,,,,,,
71,IN2-71,Race,CWE,0,-1,,,,,,,,,,Race,,,
72,IN2-72,Patient's Relationship to Insured,CWE,0,1,,,,,,,,,,PatientRelationshipToInsured,,,
