HL7 v2,,,Condition (IF True),,,HL7 FHIR,,,,,Comments
Code,Text,Code System,Computable ANTLR,Computable FHIRPath,Narrative,Code,,Display,Code System,,
MED,Medical Service,HL70069,,,,382,,Medical Services,http://terminology.hl7.org/CodeSystem/service-type,,
SUR,Surgical Service,HL70069,,,,SUR,,Surgical Service,http://terminology.hl7.org/CodeSystem/v2-0069,,
URO,Urology Service,HL70069,,,,222,,Urology,http://terminology.hl7.org/CodeSystem/service-type,,
PUL,Pulmonary Service,HL70069,,,,PUL,,Pulmonary Service,http://terminology.hl7.org/CodeSystem/v2-0069,,
CAR,Cardiac Service,HL70069,,,,CAR,,Cardiac Service,http://terminology.hl7.org/CodeSystem/v2-0069,,
,,,,,,1,,Adoption/Permanent Care Info/Support,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,2,,Aged Care Assessment,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,3,,Aged Care Information/Referral,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,4,,Aged Residential Care,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,5,,Case Management for Older Persons,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,6,,Delivered Meals (Meals On Wheels),http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,7,,Friendly Visiting,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,8,,Home Care/Housekeeping Assistance,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,9,,Home Maintenance and Repair,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,10,,Personal Alarms/Alerts,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,11,,Personal Care for Older Persons,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,12,,Planned Activity Groups,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,13,,Acupuncture,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,14,,Alexander Technique Therapy,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,15,,Aromatherapy,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,16,,Biorhythm Services,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,17,,Bowen Therapy,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,18,,Chinese Herbal Medicine,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,19,,Feldenkrais,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,20,,Homoeopathy,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,21,,Hydrotherapy,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,22,,Hypnotherapy,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,23,,Kinesiology,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,24,,Magnetic Therapy,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,25,,Massage Therapy,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,26,,Meditation,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,27,,Myotherapy,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,28,,Naturopathy,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,29,,Reflexology,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,30,,Reiki,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,31,,Relaxation Therapy,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,32,,Shiatsu,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,33,,Western Herbal Medicine,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,34,,Family Day care,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,35,,Holiday Programs,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,36,,Kindergarten Inclusion Support,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,37,,Kindergarten/Preschool,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,38,,Long Day Child Care,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,39,,Occasional Child Care,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,40,,Outside School Hours Care,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,41,,Children's Play Programs,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,42,,Parenting/Family Support/Education,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,43,,Playgroup,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,44,,School Nursing,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,45,,Toy Library,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,46,,Child Protection/Child Abuse Report,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,47,,Foster Care,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,48,,Residential/Out-of-Home Care,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,49,,Support - Young People Leaving Care,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,50,,Audiology,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,51,,Blood Donation,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,52,,Chiropractic,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,53,,Dietetics,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,54,,Family Planning,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,55,,Health Advocacy/Liaison Service,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,56,,Health Information/Referral,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,57,,Immunization,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,58,,Maternal & Child Health,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,59,,Nursing,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,60,,Nutrition,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,61,,Occupational Therapy,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,62,,Optometry,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,63,,Osteopathy,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,64,,Pharmacy,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,65,,Physiotherapy,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,66,,Podiatry,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,67,,Sexual Health,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,68,,Speech Pathology/Therapy,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,69,,Bereavement Counselling,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,70,,Crisis Counselling,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,71,,Family Counselling/Therapy,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,72,,Family Violence Counselling,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,73,,Financial Counselling,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,74,,Generalist Counselling,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,75,,Genetic Counselling,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,76,,Health Counselling,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,77,,Mediation,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,78,,Problem Gambling Counselling,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,79,,Relationship Counselling,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,80,,Sexual Assault Counselling,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,81,,Trauma Counselling,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,82,,Victims of Crime Counselling,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,83,,Cemetery Operation,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,84,,Cremation,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,85,,Death Service Information,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,86,,Funeral Services,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,87,,Endodontic,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,88,,General Dental,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,89,,Oral Medicine,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,90,,Oral Surgery,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,91,,Orthodontic,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,92,,Paediatric Dentistry,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,93,,Periodontic,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,94,,Prosthodontic,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,95,,Acquired Brain Injury Info/Referral,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,96,,Disability Advocacy,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,97,,Disability Aids & Equipment,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,98,,Disability Case Management,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,99,,Disability Day Programs/Activities,http://terminology.hl7.org/CodeSystem/service-type,,
,,,,,,100,,Disability Information/Referral,http://terminology.hl7.org/CodeSystem/service-type,,
