HL7 v2,,,Condition (IF True),,,HL7 FHIR,,,,,Comments
Code,Text,Code System,Computable ANTLR,Computable FHIRPath,Narrative,Code,,Display,Code System,,
O,Order received; specimen not yet received,HL70123,,,,registered,,Registered,http://hl7.org/fhir/diagnostic-report-status,,
I,"No results available; specimen received, procedure incomplete",HL70123,,,,registered,,Registered,http://hl7.org/fhir/diagnostic-report-status,,
S,"No results available; procedure scheduled, but not done",HL70123,,,,registered,,Registered,http://hl7.org/fhir/diagnostic-report-status,,
A,"Some, but not all, results available",HL70123,,,,,,,,,"In v2 intent is to have those available be verified if not final (to be clarified), while in FHIR partial could be preliminary"
P,Preliminary,HL70123,,,,preliminary,,Preliminary,http://hl7.org/fhir/diagnostic-report-status,,
C,"Corrected, final",HL70123,,,,corrected,,Corrected,http://hl7.org/fhir/diagnostic-report-status,,
R,Results stored; not yet verified,HL70123,,,,partial,,Partial,http://hl7.org/fhir/diagnostic-report-status,,
F,Final results,HL70123,,,,final,,Final,http://hl7.org/fhir/diagnostic-report-status,,
X,No results available; Order canceled,HL70123,,,,cancelled,,Cancelled,http://hl7.org/fhir/diagnostic-report-status,,
Y,No order on record for this test,HL70123,IF NOT MAPPED ERROR,,,,,,,,
Z,No record of this patient,HL70123,IF NOT MAPPED ERROR,,,,,,,,
M,"Corrected, not final",HL70123,,,,,,,,,Need JIRA for UTG to add this value.
N,"Procedure completed, results pending",HL70123,,,,,,,,,
,,,,,,appended,,Appended,http://hl7.org/fhir/diagnostic-report-status,,"corrected and appended are part of amended, but amended  is used as corrected only."
,,,,,,entered-in-errror,,Entered in Error,http://hl7.org/fhir/diagnostic-report-status,,
,,,,,,unknown,,Unknown,http://hl7.org/fhir/diagnostic-report-status,,
