HL7 v2,,,Condition (IF True),,,HL7 FHIR,,,,,Comments
Code,Text,Code System,Computable ANTLR,Computable FHIRPath,Narrative,Code,,Display,Code System,,
DA,Drug allergy,http://terminology.hl7.org/CodeSystem/v2-0127,,,,medication,,Medication,http://hl7.org/fhir/allergy-intolerance-category,,
FA,Food allergy,http://terminology.hl7.org/CodeSystem/v2-0127,,,,food,,Food,http://hl7.org/fhir/allergy-intolerance-category,,
MA,Miscellaneous allergy,http://terminology.hl7.org/CodeSystem/v2-0127,,,,,,,,,
MC,Miscellaneous contraindication,http://terminology.hl7.org/CodeSystem/v2-0127,,,,,,,,,
EA,Environmental allergy,http://terminology.hl7.org/CodeSystem/v2-0127,,,,environment,,Environment,http://hl7.org/fhir/allergy-intolerance-category,,
AA,Animal allergy,http://terminology.hl7.org/CodeSystem/v2-0127,,,,environment,,Environment,http://hl7.org/fhir/allergy-intolerance-category,,
PA,Plant allergy,http://terminology.hl7.org/CodeSystem/v2-0127,,,,environment,,Environment,http://hl7.org/fhir/allergy-intolerance-category,,
LA,Pollen allergy,http://terminology.hl7.org/CodeSystem/v2-0127,,,,environment,,Environment,http://hl7.org/fhir/allergy-intolerance-category,,
